Repair_ID,Property_ID,Repair_Category,Priority,Reported_Date,Completed_Date,Resolution_Days,Repair_Cost,Satisfaction_Score
REP000326,P0740,Electrical,Urgent,06/02/2025,2025-02-11,5,576.13,6.3
REP000327,P0615,Roofing,Urgent,2019-07-22,05/08/2019,14,1178.93,7.0
REP000328,P0612,Plumbing,Routine,2020-04-27,2020-05-06,9,258.5,9.4
REP000329,P1103,Plumbing,Urgent,2018-02-17,26/02/2018,9,649.25,6.4
REP000330,P1262,Damp & Mould,Urgent,2025-03-25,2025-04-23,29,1548.61,5.2
REP000331,P1457,Heating,Routine,22/11/2024,2024-11-26,4,547.65,7.7
REP000332,P0790,Roofing,Urgent,2023-03-16,2023-03-25,9,1425.56,9.0
REP000333,P1029,Plumbing,Emergency,2023-11-02,2023-11-07,5,253.41,7.6
REP000334,P0853,Damp & Mould,Urgent,2022-01-19,2022-02-02,14,927.85,3.1
REP000335,P0847,Damp & Mould,Routine,2021-04-19,2021-05-10,21,584.04,5.5
REP000336,P0264,Heating,Emergency,2025-12-10,2025-12-16,6,748.0,7.7
REP000337,P0837,Electrical,Emergency,2024-04-02,2024-04-04,2,313.74,8.0
REP000338,P1154,Damp & Mould,Urgent,2020-04-01,2020-04-10,9,1270.31,3.0
REP000339,P1241,Heating,Routine,2021-08-22,2021-08-24,2,495.58,6.0
REP000340,P0387,Heating,Urgent,2023-08-15,20/08/2023,5,423.33,7.1
REP000341,P1454,Heating,Routine,2021-11-07,2021-11-11,4,633.9,8.4
REP000342,P1400,Damp & Mould,Routine,04/02/2024,2024-03-04,29,361.49,6.4
REP000343,P1475,Plumbing,Routine,2024-03-22,2024-03-25,3,422.35,6.4
REP000344,P0956,Electrical,Routine,2021-11-13,2021-11-20,7,467.71,7.1
REP000345,P0849,Security,Urgent,2022-06-01,2022-06-02,1,464.36,8.1
REP000346,P0740,Heating,Routine,2019-12-05,2019-12-12,7,781.56,7.6
REP000347,P1499,Heating,Urgent,2018-02-26,2018-02-28,2,437.47,8.2
REP000348,P0328,Roofing,Routine,2021-09-17,2021-09-28,11,306.44,8.1
REP000349,P0504,Plumbing,Emergency,,2023-08-16,2,302.84,9.3
REP000350,P0672,Damp & Mould,Routine,2018-03-19,10/04/2018,22,642.61,4.6
REP000351,P0839,Roofing,Emergency,,27/09/2021,9,470.55,
REP000352,P1429,Plumbing,Urgent,15/12/2024,2024-12-22,7,550.31,8.6
REP000353,P0386,Plumbing,Emergency,2019-10-25,2019-10-27,2,225.81,8.0
REP000354,P1088,Electrical,Emergency,2025-03-01,2025-03-02,1,330.36,6.8
REP000355,P0024,Roofing,Routine,28/07/2024,2024-08-13,16,313.83,5.1
REP000356,P0862,Plumbing,Urgent,2019-10-21,2019-10-22,1,408.86,8.9
REP000357,P0070,Plumbing,Urgent,20/04/2025,23/04/2025,3,563.06,8.6
REP000358,P1339,Electrical,Routine,2021-12-22,23/12/2021,1,307.54,6.6
REP000359,P0361,Plumbing,Routine,09/06/2020,2020-06-19,10,511.21,7.8
REP000360,P0791,Heating,Urgent,01/01/2018,2018-01-03,2,1121.72,7.6
REP000361,P0904,Security,Routine,2022-12-16,2022-12-18,2,344.14,
REP000362,P0220,Electrical,Urgent,2024-08-03,2024-08-03,-3,216.15,8.2
REP000363,P0139,Heating,Routine,25/12/2018,2019-01-01,7,230.35,8.3
REP000364,P0919,Electrical,Routine,2018-12-22,2018-12-26,4,392.76,8.4
REP000365,P1296,Heating,Urgent,2023-02-07,2023-02-11,4,836.95,7.9
REP000366,P1337,Heating,Routine,2024-12-06,2024-12-11,5,605.28,8.6
REP000367,P0251,Plumbing,Urgent,2019-09-11,13/09/2019,2,688.21,6.2
REP000368,P1011,Heating,Emergency,2020-01-28,2020-01-29,1,1187.26,
REP000369,P0381,Heating,Routine,2018-02-15,2018-02-25,10,370.38,7.7
REP000370,P0954,Heating,Routine,2024-02-09,15/02/2024,6,426.37,8.7
REP000371,P0609,Damp & Mould,Routine,2020-06-05,2020-07-05,30,378.01,3.2
REP000372,P0887,Plumbing,Urgent,2021-09-28,03/10/2021,5,494.85,8.3
REP000373,P1090,Damp & Mould,Routine,2021-09-24,2021-10-17,23,886.75,2.5
REP000374,P1282,Plumbing,Routine,2023-07-07,2023-07-13,6,408.64,8.2
REP000375,P0926,Heating,Emergency,16/12/2023,22/12/2023,6,723.46,6.0
REP000376,P1387,Damp & Mould,Routine,2025-02-13,2025-02-28,15,702.87,5.5
REP000377,P0514,Electrical,Routine,2020-04-21,2020-04-29,8,561.62,8.7
REP000378,P0197,Electrical,Routine,2019-10-05,2019-10-08,3,169.58,9.4
REP000379,P1428,Damp & Mould,Routine,2024-03-12,2024-04-01,20,1273.77,3.4
REP000380,P1086,Roofing,Routine,2019-05-25,2019-05-31,6,348.4,6.6
REP000381,P0621,Roofing,Emergency,2025-10-27,2025-11-05,9,957.71,8.8
REP000382,P0399,Damp & Mould,Routine,2023-01-17,2023-02-10,24,661.39,4.6
REP000383,P1103,Heating,Emergency,2023-02-06,2023-02-11,5,607.61,9.1
REP000384,P0500,Heating,Routine,2019-02-06,2019-02-16,10,653.16,6.7
REP000385,P0582,Roofing,Routine,2022-10-03,2022-10-18,15,544.45,6.7
REP000386,P1461,Security,Emergency,2024-04-25,2024-04-26,1,416.54,7.1
REP000387,P0679,Electrical,Routine,,2024-03-11,5,350.19,6.3
REP000388,P0090,Electrical,Routine,2020-07-01,2020-07-01,-1,326.85,7.2
REP000389,P1473,Plumbing,Routine,03/05/2022,05/05/2022,2,337.95,9.1
REP000390,P0882,Heating,Routine,07/03/2022,2022-03-19,12,643.87,6.3
REP000391,P0352,Electrical,Urgent,2020-04-22,2020-04-23,1,600.45,7.5
REP000392,P0456,Damp & Mould,Routine,2025-02-09,2025-03-08,27,710.38,1.8
REP000393,P1186,Damp & Mould,Emergency,22/09/2020,01/10/2020,9,1481.92,5.7
REP000394,P1122,Damp & Mould,Routine,2020-07-20,11/08/2020,22,1373.25,4.1
REP000395,P0130,Heating,Routine,2021-12-12,2021-12-14,2,379.54,6.5
REP000396,P0577,Plumbing,Routine,2021-08-21,2021-08-29,8,414.58,9.0
REP000397,P0392,Heating,Emergency,2022-11-10,14/11/2022,4,944.58,8.8
REP000398,P1375,Electrical,Urgent,2019-06-19,2019-06-20,1,253.91,6.4
REP000399,P0964,Electrical,Urgent,2019-12-03,2019-12-08,5,531.54,6.7
REP000400,P1033,Damp & Mould,Routine,2024-06-22,2024-07-22,30,1233.21,2.7
REP000401,P0119,Roofing,Routine,04/05/2025,2025-05-04,-4,660.43,8.2
REP000402,P1390,Security,Routine,2018-05-07,2018-05-11,4,219.39,8.1
REP000403,P0272,Damp & Mould,Urgent,2022-09-02,2022-09-16,14,702.75,3.3
REP000404,P0138,Heating,Urgent,2022-12-20,2022-12-27,7,331.28,8.7
REP000405,P1430,Roofing,Urgent,2023-04-06,2023-04-23,17,706.91,5.4
REP000406,P0933,Security,Urgent,22/04/2025,2025-04-28,6,140.97,
REP000407,P0139,Electrical,Urgent,2024-06-19,2024-06-26,7,376.07,6.1
REP000408,P0963,Heating,Routine,2019-11-17,2019-11-19,2,785.18,8.2
REP000409,P1462,Security,Routine,2025-11-15,2025-11-21,6,274.38,7.1
REP000410,P0144,Damp & Mould,Urgent,2023-08-18,06/09/2023,19,1600.73,4.7
REP000411,P1202,Roofing,Urgent,20/09/2025,2025-10-06,16,1175.95,6.5
REP000412,P1086,Plumbing,Routine,2023-11-18,2023-11-26,8,191.01,6.8
REP000413,P0755,Electrical,Routine,2018-08-27,2018-08-29,2,233.94,9.2
REP000414,P0122,Electrical,Urgent,2025-06-14,2025-06-15,1,606.66,7.5
REP000415,P1244,Electrical,Routine,2020-03-24,2020-03-31,7,291.01,6.9
REP000416,P1228,Heating,Routine,26/12/2025,2026-01-03,8,405.28,8.6
REP000417,P1148,Electrical,Routine,2021-11-16,2021-11-18,2,601.26,6.5
REP000418,P1420,Roofing,Urgent,23/04/2023,2023-05-02,9,930.65,8.5
REP000419,P0773,Security,Emergency,2022-02-07,08/02/2022,1,399.15,7.7
REP000420,P0918,Electrical,Routine,2025-02-15,2025-02-21,6,132.17,8.7
REP000421,P1476,Electrical,Emergency,2022-04-17,2022-04-18,1,286.04,9.0
REP000422,P0505,Security,Urgent,2021-10-03,05/10/2021,2,239.35,7.2
REP000423,P1050,Heating,Routine,2024-10-01,2024-10-10,9,572.49,8.8
REP000424,P1437,Electrical,Routine,2021-02-28,2021-03-02,2,153.08,7.5
REP000425,P1344,Heating,Urgent,2022-03-21,23/03/2022,2,420.24,6.6
REP000426,P0956,Electrical,Emergency,2019-04-17,18/04/2019,1,270.34,8.7
REP000427,P1339,Electrical,Urgent,2023-06-05,10/06/2023,5,658.84,7.3
REP000428,P1276,Security,Emergency,16/09/2024,2024-09-18,2,546.99,8.4
REP000429,P1207,Plumbing,Urgent,2023-09-13,2023-09-21,8,182.53,6.7
REP000430,P1203,Roofing,Urgent,2023-02-28,2023-03-14,14,613.19,9.4
REP000431,P0515,Roofing,Urgent,2018-11-03,2018-11-19,16,516.15,7.6
REP000432,P1434,Roofing,Urgent,05/04/2023,2023-04-21,16,1370.94,4.6
REP000433,P1082,Damp & Mould,Urgent,2025-02-20,2025-03-16,24,1369.19,2.8
REP000434,P1327,Electrical,Routine,2019-03-13,15/03/2019,2,244.28,
REP000435,P1246,Roofing,Urgent,2018-09-04,2018-09-11,7,948.26,9.5
REP000436,P0099,Plumbing,Routine,2021-06-21,2021-07-02,11,582.23,6.1
REP000437,P0141,Heating,Routine,2024-11-29,2024-12-04,5,881.02,9.4
REP000438,P0236,Damp & Mould,Routine,17/10/2023,2023-11-03,17,1272.28,4.6
REP000439,P1227,Heating,Urgent,2020-11-08,11/11/2020,3,815.69,9.4
REP000440,P0860,Heating,Urgent,2019-04-01,2019-04-06,5,875.05,9.2
REP000441,P0206,Heating,Urgent,07/01/2020,2020-01-10,3,344.1,9.5
REP000442,P1002,Heating,Emergency,2019-12-22,26/12/2019,4,585.97,6.4
REP000443,P0410,Electrical,Urgent,2018-09-08,2018-09-12,4,223.52,7.8
REP000444,P1208,Heating,Urgent,2024-12-06,2024-12-12,6,982.24,6.6
REP000445,P0357,Electrical,Urgent,18/02/2022,2022-02-21,3,314.34,9.5
REP000446,P0068,Heating,Routine,01/09/2020,2020-09-04,3,558.07,6.5
REP000447,P0792,Damp & Mould,Routine,2022-08-08,2022-09-01,24,1570.56,3.3
REP000448,P0489,Damp & Mould,Emergency,2024-11-24,2024-12-11,17,1885.24,3.3
REP000449,P0106,Damp & Mould,Emergency,2018-05-01,2018-05-11,10,1870.55,
REP000450,P0961,Damp & Mould,Routine,,30/11/2023,22,471.98,2.5
REP000451,P1009,Plumbing,Routine,2025-08-09,2025-08-16,7,200.24,8.8
REP000452,P0578,Plumbing,Urgent,2018-04-23,29/04/2018,6,628.09,7.9
REP000453,P0033,Roofing,Routine,2022-08-11,2022-09-03,23,521.41,7.8
REP000454,P1437,Security,Routine,11/09/2020,2020-09-12,1,174.81,7.1
REP000455,P1442,Electrical,Routine,2022-07-24,2022-08-02,9,478.63,8.7
REP000456,P0161,Roofing,Routine,2023-10-23,2023-11-05,13,846.12,9.4
REP000457,P0355,Heating,Routine,2018-02-20,2018-02-26,6,522.54,8.4
REP000458,P0724,Heating,Routine,2025-11-15,2025-11-18,3,806.29,6.1
REP000459,P0062,Heating,Urgent,2024-02-20,2024-02-21,1,507.15,6.9
REP000460,P1433,Plumbing,Emergency,2018-11-17,2018-11-18,1,937.82,7.7
REP000461,P1380,Roofing,Urgent,2024-07-12,2024-07-28,16,1096.07,4.2
REP000462,P0680,Heating,Routine,25/04/2022,2022-04-30,5,691.81,7.7
REP000463,P0267,Heating,Routine,2025-01-02,02/01/2025,-5,442.33,6.0
REP000464,P1286,Heating,Routine,2024-02-22,2024-02-24,2,904.36,8.1
REP000465,P0185,Electrical,Routine,2020-05-25,2020-05-29,4,380.05,9.5
REP000466,P0793,Security,Routine,2023-12-05,2023-12-08,3,217.16,8.6
REP000467,P0114,Damp & Mould,Urgent,2021-11-20,2021-12-09,19,1468.01,6.3
REP000468,P1309,Roofing,Urgent,2024-11-08,2024-11-15,7,1370.03,7.2
REP000469,P0079,Plumbing,Emergency,,2023-07-16,3,497.15,8.5
REP000470,P0159,Plumbing,Emergency,2025-12-26,29/12/2025,3,808.38,6.7
REP000471,P0401,Roofing,Routine,2025-12-21,2026-01-11,21,478.09,7.5
REP000472,P0903,Plumbing,Routine,2023-06-10,2023-06-21,11,140.81,6.6
REP000473,P1232,Security,Urgent,2020-08-01,2020-08-02,1,225.72,6.4
REP000474,P0965,Roofing,Urgent,08/02/2020,2020-02-22,14,713.93,8.4
REP000475,P0354,Damp & Mould,Routine,2019-12-19,2020-01-13,25,920.15,5.6
REP000476,P0741,Roofing,Routine,16/09/2023,2023-10-01,15,555.96,6.7
REP000477,P0457,Roofing,Urgent,2020-09-28,2020-10-10,12,807.94,7.2
REP000478,P0321,Plumbing,Routine,2025-05-14,21/05/2025,7,338.25,7.8
REP000479,P1128,Security,Routine,2018-09-18,2018-09-19,1,242.28,
REP000480,P1333,Heating,Routine,2024-02-20,2024-03-01,10,260.47,7.9
REP000481,P0398,Roofing,Routine,25/07/2022,2022-08-05,11,532.25,7.0
REP000482,P0983,Electrical,Routine,2020-12-14,2020-12-17,3,124.54,6.8
REP000483,P0502,Plumbing,Urgent,04/03/2023,2023-03-12,8,300.19,7.5
REP000484,P0875,Heating,Emergency,2025-02-08,2025-02-11,3,1229.25,8.1
REP000485,P1476,Heating,Urgent,2025-01-17,2025-01-26,9,879.47,9.1
REP000486,P1254,Plumbing,Routine,2022-12-20,2022-12-27,7,294.01,6.9
REP000487,P0324,Heating,Urgent,12/02/2025,2025-02-19,7,957.52,9.2
REP000488,P0765,Electrical,Routine,2021-03-24,2021-03-27,3,531.17,
REP000489,P0898,Heating,Urgent,24/01/2018,2018-01-26,2,925.82,6.4
REP000490,P0276,Damp & Mould,Urgent,11/07/2018,2018-07-25,14,1402.81,4.9
REP000491,P0042,Electrical,Routine,2020-09-06,2020-09-08,2,360.27,8.7
REP000492,P1131,Damp & Mould,Routine,2025-04-15,2025-05-07,22,792.9,4.3
REP000493,P0056,Electrical,Routine,2025-09-26,2025-10-04,8,484.77,7.0
REP000494,P0288,Electrical,Urgent,,2018-11-04,1,556.54,6.5
REP000495,P0594,Plumbing,Emergency,03/11/2022,2022-11-06,3,466.96,8.9
REP000496,P0570,Roofing,Urgent,2019-12-19,2020-01-06,18,1169.78,7.4
REP000497,P1415,Plumbing,Emergency,2021-12-13,2021-12-16,3,502.56,8.2
REP000498,P0050,Plumbing,Routine,2018-07-20,2018-07-28,8,183.6,7.4
REP000499,P0376,Electrical,Routine,2023-04-15,2023-04-17,2,398.38,6.3
REP000500,P0873,Damp & Mould,Routine,2023-09-07,18/09/2023,11,1217.35,6.4
REP000501,P0868,Plumbing,Urgent,2024-07-11,2024-07-20,9,456.95,9.3
REP000502,P0670,Plumbing,Routine,2023-12-25,2024-01-08,14,541.41,9.4
REP000503,P1092,Electrical,Routine,2019-01-21,2019-01-28,7,173.88,7.8
REP000504,P0096,Electrical,Urgent,2019-01-26,2019-01-29,3,707.79,8.0
REP000505,P0244,Plumbing,Routine,2019-02-11,2019-02-24,13,245.27,8.5
REP000506,P0085,Roofing,Urgent,2022-01-21,2022-02-03,13,818.72,9.1
REP000507,P0636,Electrical,Urgent,2021-06-14,2021-06-19,5,367.41,8.4
REP000508,P0827,Plumbing,Emergency,2020-05-12,2020-05-16,4,255.27,6.8
REP000509,P1317,Damp & Mould,Urgent,2024-07-23,07/08/2024,15,485.3,3.4
REP000510,P1484,Plumbing,Routine,2024-08-21,2024-08-25,4,151.37,6.4
REP000511,P0918,Heating,Urgent,2019-02-14,2019-02-23,9,887.93,8.2
REP000512,P1126,Heating,Emergency,2023-01-14,2023-01-19,5,505.48,7.2
REP000513,P1026,Electrical,Urgent,2020-10-12,2020-10-19,7,655.87,7.3
REP000514,P1264,Roofing,Emergency,08/11/2021,12/11/2021,4,526.85,9.1
REP000515,P0543,Roofing,Routine,2025-02-14,2025-02-24,10,901.39,7.5
REP000516,P1297,Damp & Mould,Routine,20/12/2024,2025-01-13,24,1108.56,4.8
REP000517,P0521,Electrical,Urgent,2024-03-01,2024-03-04,3,392.64,9.3
REP000518,P0974,Electrical,Emergency,2025-05-22,2025-05-23,1,635.99,8.8
REP000519,P0579,Damp & Mould,Urgent,2024-02-18,2024-02-29,11,1489.03,3.8
REP000520,P0706,Damp & Mould,Emergency,2023-05-05,2023-05-18,13,1117.7,4.6
REP000521,P0561,Electrical,Routine,2020-12-01,2020-12-08,7,265.24,6.1
REP000522,P1085,Security,Routine,2021-03-14,2021-03-17,3,149.37,7.6
REP000523,P1259,Heating,Routine,2019-01-25,2019-02-02,8,727.42,8.0
REP000524,P1251,Damp & Mould,Emergency,12/08/2024,31/08/2024,19,2017.37,5.4
REP000525,P0010,Security,Urgent,2024-11-14,2024-11-17,3,184.72,7.4
REP000526,P0220,Electrical,Routine,10/04/2023,2023-04-11,1,175.18,7.1
REP000527,P1049,Heating,Urgent,2018-12-08,2018-12-13,5,386.16,7.8
REP000528,P0749,Security,Emergency,2023-05-25,28/05/2023,3,191.94,6.9
REP000529,P0045,Damp & Mould,Routine,14/09/2018,2018-09-28,14,427.93,6.8
REP000530,P0294,Plumbing,Routine,2020-03-11,2020-03-14,3,670.63,9.4
REP000531,P0089,Security,Emergency,2018-09-10,2018-09-11,1,681.13,7.7
REP000532,P1073,Heating,Routine,2023-03-28,2023-04-05,8,539.66,6.8
REP000533,P1380,Security,Emergency,2018-08-08,2018-08-10,2,517.12,9.2
REP000534,P0021,Electrical,Routine,2018-01-11,2018-01-17,6,347.94,9.4
REP000535,P0669,Roofing,Urgent,2020-02-08,2020-02-15,7,1197.82,8.7
REP000536,P1391,Heating,Routine,2019-01-19,2019-01-24,5,786.21,9.1
REP000537,P0823,Roofing,Urgent,2022-08-18,2022-08-23,5,1228.51,8.6
REP000538,P1227,Roofing,Urgent,2023-06-21,2023-06-21,-3,917.6,
REP000539,P0065,Electrical,Emergency,2021-02-15,2021-02-16,1,754.57,9.5
REP000540,P0485,Heating,Routine,01/05/2024,2024-05-03,2,287.98,8.4
REP000541,P0015,Roofing,Urgent,2020-07-02,2020-07-16,14,673.88,7.4
REP000542,P0600,Heating,Routine,2019-11-03,2019-11-11,8,562.33,9.2
REP000543,P1364,Electrical,Urgent,2019-10-23,2019-10-24,1,573.94,7.5
REP000544,P0855,Security,Urgent,2023-02-16,21/02/2023,5,220.28,9.3
REP000545,P1080,Roofing,Urgent,2019-01-13,2019-01-23,10,530.42,9.4
REP000546,P0167,Damp & Mould,Routine,2023-08-03,2023-08-28,25,1254.73,4.1
REP000547,P0713,Damp & Mould,Routine,2023-09-15,19/10/2023,34,1069.29,3.0
REP000548,P0650,Roofing,Emergency,06/05/2019,2019-05-13,7,1304.45,9.5
REP000549,P0153,Security,Routine,2025-02-24,2025-03-01,5,199.73,9.2
REP000550,P0651,Electrical,Routine,27/12/2025,2025-12-27,-1,448.4,9.3
REP000551,P0793,Damp & Mould,Routine,04/02/2018,20/02/2018,16,1082.16,5.7
REP000552,P0963,Electrical,Urgent,2024-05-01,2024-05-02,1,527.34,7.1
REP000553,P1454,Roofing,Urgent,03/05/2020,2020-05-09,6,656.5,7.1
REP000554,P0251,Plumbing,Routine,2023-05-22,01/06/2023,10,369.17,9.3
REP000555,P0602,Damp & Mould,Emergency,2019-07-17,2019-07-25,8,2029.61,6.2
REP000556,P0488,Heating,Routine,2020-11-28,2020-12-07,9,706.4,7.5
REP000557,P0881,Heating,Urgent,2019-02-23,27/02/2019,4,863.11,8.2
REP000558,P0496,Electrical,Routine,2018-08-18,2018-08-19,1,402.08,8.6
REP000559,P0466,Security,Urgent,28/11/2023,30/11/2023,2,466.51,6.9
REP000560,P1247,Plumbing,Urgent,2025-01-04,2025-01-14,10,842.1,6.3
REP000561,P0655,Damp & Mould,Routine,2021-08-01,2021-08-16,15,698.91,4.1
REP000562,P1157,Heating,Routine,2023-01-20,2023-01-27,7,552.9,7.6
REP000563,P0421,Damp & Mould,Routine,03/05/2020,01/06/2020,29,1118.37,1.6
REP000564,P0781,Heating,Urgent,2018-09-18,2018-09-19,1,319.21,9.4
REP000565,P1235,Heating,Routine,08/04/2020,10/04/2020,2,497.54,8.5
REP000566,P0879,Heating,Urgent,2019-01-03,06/01/2019,3,596.15,7.1
REP000567,P0369,Security,Emergency,2022-12-05,2022-12-06,1,357.16,7.7
REP000568,P1265,Damp & Mould,Urgent,28/01/2023,2023-02-17,20,1359.34,5.0
REP000569,P0736,Damp & Mould,Routine,2025-08-20,2025-09-19,30,879.39,3.7
REP000570,P1395,Roofing,Emergency,2020-02-08,12/02/2020,4,661.31,6.4
REP000571,P1386,Heating,Routine,2022-01-23,2022-01-25,2,388.79,9.2
REP000572,P0659,Roofing,Routine,25/01/2025,2025-02-16,22,510.46,5.1
REP000573,P0901,Security,Urgent,08/02/2020,2020-02-09,1,186.66,7.8
REP000574,P0139,Plumbing,Routine,2019-08-27,2019-09-06,10,465.65,8.8
REP000575,P1332,Plumbing,Routine,04/09/2021,2021-09-06,2,160.71,6.9
REP000576,P0064,Plumbing,Urgent,2018-01-11,2018-01-15,4,546.87,9.2
REP000577,P1047,Heating,Routine,2021-01-02,2021-01-06,4,557.06,7.9
REP000578,P0726,Heating,Emergency,2022-11-11,12/11/2022,1,1016.66,7.5
REP000579,P1430,Plumbing,Routine,2021-02-04,2021-02-17,13,167.35,9.4
REP000580,P0502,Electrical,Routine,2021-05-22,2021-05-22,0,355.0,6.8
REP000581,P0200,Roofing,Routine,10/01/2018,2018-01-23,13,356.03,6.6
REP000582,P0612,Plumbing,Urgent,2025-04-05,2025-04-12,7,421.32,6.5
REP000583,P0449,Plumbing,Routine,2025-10-21,2025-10-23,2,664.42,6.1
REP000584,P1240,Damp & Mould,Urgent,18/01/2023,2023-01-29,11,1592.02,5.2
REP000585,P0660,Plumbing,Routine,23/12/2025,2026-01-06,14,266.9,9.4
REP000586,P0174,Security,Routine,2023-07-16,2023-07-25,9,121.65,8.3
REP000587,P0498,Heating,Routine,2022-11-10,2022-11-12,2,280.79,6.1
REP000588,P0888,Plumbing,Routine,2018-01-01,2018-01-03,2,397.43,6.9
REP000589,P1499,Security,Routine,2023-03-12,2023-03-15,3,361.81,7.4
REP000590,P0395,Plumbing,Routine,2023-12-03,2023-12-06,3,217.97,7.2
REP000591,P0241,Plumbing,Urgent,2018-05-08,2018-05-10,2,675.34,7.7
REP000592,P0992,Roofing,Routine,2024-04-27,2024-05-21,24,1012.95,7.3
REP000593,P0333,Heating,Routine,2022-01-09,2022-01-18,9,739.56,8.1
REP000594,P1361,Plumbing,Urgent,28/02/2019,2019-03-04,4,366.54,8.4
REP000595,P1455,Heating,Routine,2023-10-03,2023-10-10,7,640.02,
REP000596,P0788,Heating,Routine,2024-12-29,2025-01-02,4,730.53,6.1
REP000597,P1365,Electrical,Routine,2024-05-28,07/06/2024,10,123.95,9.0
REP000598,P0931,Damp & Mould,Emergency,15/05/2025,2025-05-30,15,1027.65,4.1
REP000599,P0519,Damp & Mould,Routine,2021-02-15,2021-03-15,28,1143.55,5.0
REP000600,P1287,Heating,Routine,19/12/2021,2021-12-27,8,834.86,7.7
REP000601,P0070,Plumbing,Urgent,2025-01-05,2025-01-11,6,591.08,9.4
REP000602,P1272,Damp & Mould,Routine,2023-08-26,2023-09-16,21,1019.48,2.4
REP000603,P1371,Electrical,Urgent,2024-04-08,2024-04-08,-3,155.16,7.2
REP000604,P0964,Security,Urgent,2020-08-13,16/08/2020,3,328.35,8.5
REP000605,P0323,Electrical,Routine,01/07/2024,2024-07-05,4,133.7,8.7
REP000606,P0354,Electrical,Routine,2022-04-23,28/04/2022,5,376.52,6.4
REP000607,P0957,Damp & Mould,Urgent,2022-08-04,26/08/2022,22,486.88,2.3
REP000608,P0965,Roofing,Urgent,2020-06-02,2020-06-08,6,742.34,8.2
REP000609,P0044,Plumbing,Urgent,2022-12-19,2022-12-20,1,346.62,7.5
REP000610,P1277,Heating,Routine,,2024-01-22,2,553.71,
REP000611,P0319,Plumbing,Routine,2019-05-14,21/05/2019,7,164.62,8.8
REP000612,P0122,Security,Routine,2024-07-22,2024-07-26,4,202.47,7.0
REP000613,P0732,Roofing,Routine,2022-03-17,02/04/2022,16,511.16,7.2
REP000614,P0368,Roofing,Urgent,2020-11-26,2020-12-03,7,1156.85,7.3
REP000615,P0870,Plumbing,Routine,2022-11-21,2022-11-28,7,268.15,7.4
REP000616,P1207,Roofing,Routine,2022-10-03,2022-10-23,20,425.04,5.2
REP000617,P0037,Plumbing,Routine,2020-10-13,2020-10-27,14,256.66,6.4
REP000618,P0103,Heating,Urgent,2018-02-26,28/02/2018,2,817.44,8.8
REP000619,P0865,Heating,Routine,26/12/2024,2025-01-02,7,333.16,6.2
REP000620,P1047,Plumbing,Urgent,2021-02-27,2021-03-03,4,665.86,9.5
REP000621,P0924,Plumbing,Routine,2025-04-01,06/04/2025,5,588.25,9.4
REP000622,P0986,Roofing,Routine,04/01/2019,26/01/2019,22,462.05,8.0
REP000623,P1388,Roofing,Emergency,03/07/2018,2018-07-08,5,1526.3,9.2
REP000624,P0175,Security,Urgent,2023-09-24,25/09/2023,1,166.6,
REP000625,P0695,Damp & Mould,Routine,2021-02-23,09/03/2021,14,1563.64,6.7
REP000626,P0987,Plumbing,Routine,2022-08-16,2022-08-27,11,686.45,7.2
REP000627,P0560,Heating,Urgent,19/07/2018,24/07/2018,5,536.86,8.6
REP000628,P1062,Heating,Routine,2019-01-18,2019-01-30,12,311.65,6.1
REP000629,P0677,Plumbing,Urgent,2020-07-16,24/07/2020,8,688.46,8.6
REP000630,P0282,Electrical,Routine,2020-12-13,2020-12-22,9,480.8,6.2
REP000631,P1348,Plumbing,Routine,2020-07-17,2020-07-24,7,350.17,6.9
REP000632,P0604,Damp & Mould,Routine,2018-08-13,2018-09-07,25,430.77,5.8
REP000633,P0463,Electrical,Routine,2025-07-14,2025-07-16,2,167.21,
REP000634,P0165,Electrical,Routine,2023-02-23,2023-02-23,0,303.81,7.8
REP000635,P1085,Electrical,Routine,2025-01-14,2025-01-21,7,347.57,8.9
REP000636,P0241,Plumbing,Emergency,12/02/2020,2020-02-13,1,537.31,7.5
REP000637,P1410,Heating,Routine,2020-11-12,2020-11-20,8,735.51,9.0
REP000638,P1375,Roofing,Urgent,2024-03-02,02/03/2024,-5,820.8,7.7
REP000639,P1330,Damp & Mould,Emergency,2024-12-08,2024-12-15,7,2055.31,6.5
REP000640,P0776,Roofing,Urgent,19/03/2024,2024-03-31,12,881.21,9.1
REP000641,P0737,Heating,Routine,26/12/2021,2021-12-28,2,742.2,8.8
REP000642,P0550,Heating,Urgent,2025-04-27,2025-05-05,8,1005.75,7.0
REP000643,P0010,Plumbing,Urgent,2022-09-10,2022-09-14,4,625.12,
REP000644,P0642,Roofing,Routine,2018-12-18,2019-01-05,18,606.03,5.2
REP000645,P0011,Plumbing,Urgent,2018-11-27,2018-12-04,7,423.94,8.3
